# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora13618	pogo transposable element with KRAB domain
Amillepora13629	tripartite motif containing 71, E3 ubiquitin protein ligase
Amillepora13626	Immature colon carcinoma transcript 1
Amillepora13624	Polymerase (RNA) III (DNA directed) polypeptide E
Amillepora13622	Polymerase (RNA) III (DNA directed) polypeptide E
Amillepora13633	cytochrome C oxidase
Amillepora13640	Inherit from KOG: Growth factor receptor
Amillepora13634	ankyrin repeat domain 63
Amillepora13631	Leukocyte receptor cluster (LRC) member 8
Amillepora13647	chromosome transmission fidelity
Amillepora13642	Inherit from euNOG: solute carrier family 17
Amillepora13643	to Pao retrotransposon peptidase family protein Hydra magnipapillata
Amillepora13651	to F57G4.9 Hydra magnipapillata
Amillepora13663	NA
Amillepora13662	NA
Amillepora13665	Inherit from KOG: transposon protein
Amillepora13659	MULE transposase domain
Amillepora13652	PA14 domain
Amillepora13668	NA
Amillepora13679	Zinc finger protein 862
Amillepora13672	protein Hydra magnipapillata
Amillepora13676	Inherit from euNOG: solute carrier family 17
Amillepora13678	Zinc finger protein 862
Amillepora13675	Inherit from euNOG: solute carrier family 17
Amillepora13670	Inherit from KOG: transposon protein
Amillepora13667	NA
Amillepora13680	NA
Amillepora13677	Inherit from euNOG: solute carrier family 17
Amillepora13666	NA
Amillepora13693	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora13694	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora13687	THAP domain containing 10
Amillepora13685	Inherit from KOG: DNA helicase
Amillepora13682	Herpesvirus alkaline exonuclease
Amillepora13688	Inherit from KOG: DNA helicase
Amillepora13701	NA
Amillepora13702	protein Hydra magnipapillata
Amillepora13700	Inherit from euNOG: solute carrier family 17
Amillepora13699	Pao retrotransposon peptidase 
Amillepora13696	to F57G4.9 Hydra magnipapillata 
Amillepora13697	NA
Amillepora13703	protein Hydra magnipapillata
Amillepora13708	excision repair cross-complementing rodent repair deficiency complementation group
Amillepora13710	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in chloroplasts and mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho- Glu-tRNA(Gln) (By similarity)
Amillepora13709	Histone H2A
Amillepora13712	K02157 axin 1
Amillepora13713	alveolar soft part sarcoma chromosome region, candidate 1
Amillepora13715	Zinc finger, FYVE domain containing
Amillepora13726	Inherit from KOG: Retrotransposon protein
Amillepora13723	Inherit from NOG: Hermansky-Pudlak syndrome 6
Amillepora13721	Solute carrier family 26 member 11
Amillepora13722	Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi
Amillepora13719	Solute carrier family 26 member 11
Amillepora13727	Caspase recruitment domain family, member 11
Amillepora13717	SEC14-like 1 (S. cerevisiae)
Amillepora13724	Caspase recruitment domain family, member 11
Amillepora13733	excision repair cross-complementing rodent repair deficiency complementation group
Amillepora13732	Ankyrin Repeat Protein
Amillepora13735	WD repeat domain 85
Amillepora13738	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13736	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13747	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13741	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13749	pyroglutamylated RFamide peptide receptor
Amillepora13754	to F57G4.9 Hydra magnipapillata
Amillepora13753	Histone H2A
Amillepora13751	cytokine receptor-like factor 3
Amillepora13750	BUD31 homolog
Amillepora13755	ecdysoneless homolog (Drosophila)
Amillepora13759	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
Amillepora13757	ecdysoneless homolog (Drosophila)
Amillepora13765	Glycosyl hydrolase family 1
Amillepora13764	beta-glucosidase
Amillepora13762	beta-glucosidase
Amillepora13763	beta-glucosidase
Amillepora13768	Formiminotransferase domain, N-terminal subdomain
Amillepora13767	Leucine Rich Repeat
Amillepora13769	K13150 coilin
Amillepora13776	Histone deacetylase
Amillepora13770	ZnF_C3H1
Amillepora13772	Rhomboid 5 homolog
Amillepora13774	ADP-ribosylation factor
Amillepora13775	ADP-ribosylation factor
Amillepora13773	Histone deacetylase
Amillepora13777	Rhomboid 5 homolog
Amillepora13782	Formiminotransferase domain, N-terminal subdomain
Amillepora13787	beta-glucosidase
Amillepora13788	beta-glucosidase
Amillepora13783	Leucine Rich Repeat
Amillepora13785	Glycosyl hydrolase family 1
Amillepora13781	K13150 coilin
Amillepora13779	ZnF_C3H1
Amillepora13795	cytokine receptor-like factor 3
Amillepora13791	ecdysoneless homolog (Drosophila)
Amillepora13796	BUD31 homolog
Amillepora13797	pyroglutamylated RFamide peptide receptor
Amillepora13793	Histone H2A
Amillepora13811	Inherit from KOG: leucine rich repeat containing
Amillepora13806	Inherit from euNOG: solute carrier family 17
Amillepora13799	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13809	Inherit from euNOG: Retrotransposon protein
Amillepora13801	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13802	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13807	Pao retrotransposon peptidase 
Amillepora13808	Pao retrotransposon peptidase 
Amillepora13819	NLR family, CARD domain containing 5
Amillepora13815	MYCBP AMY-1-associated, testis expressed 1
Amillepora13820	Inherit from KOG: leucine rich repeat containing
Amillepora13817	tigger transposable element derived 6
Amillepora13826	NA
Amillepora13828	NA
Amillepora13823	tigger transposable element derived 6
Amillepora13831	centrosomal protein 112kDa
Amillepora13834	NA
Amillepora13833	NA
Amillepora13835	fatty acid synthase
Amillepora13836	centrosomal protein 95kDa
Amillepora13838	Integrase core domain
Amillepora13845	Inherit from KOG: transposon protein
Amillepora13839	to conserved
Amillepora13841	NA
Amillepora13844	Inherit from KOG: Growth factor receptor
Amillepora13843	THAP domain containing 10
Amillepora13842	NA
Amillepora13849	NA
Amillepora13850	NA
Amillepora13862	Inherit from euNOG: solute carrier family 17
Amillepora13859	Inherit from KOG: Growth factor receptor
Amillepora13860	NA
Amillepora13855	NA
Amillepora13856	Inherit from KOG: Growth factor receptor
Amillepora13851	Inherit from euNOG: solute carrier family 17
Amillepora13854	integrase core domain protein
Amillepora13852	NA
Amillepora13858	Inherit from KOG: Growth factor receptor
Amillepora13880	Inherit from euNOG: Retrotransposon protein
Amillepora13869	NA
Amillepora13878	Hydra magnipapillata
Amillepora13879	tetratricopeptide repeat protein, tpr
Amillepora13870	NA
Amillepora13874	NA
Amillepora13873	Hydra magnipapillata
Amillepora13871	Inherit from KOG: DNA helicase
Amillepora13881	Pao retrotransposon peptidase 
Amillepora13884	NA
Amillepora13882	Pao retrotransposon peptidase 
Amillepora13890	NA
Amillepora13893	NA
Amillepora13897	NA
Amillepora13899	to transposase domain-containing protein
Amillepora13903	NA
Amillepora13894	NA
Amillepora13898	NA
Amillepora13902	Inherit from euNOG: Retrotransposon protein
Amillepora13912	Inherit from opiNOG: to reverse transcriptase
Amillepora13910	Inherit from euNOG: Retrotransposon protein
Amillepora13909	Pao retrotransposon peptidase 
Amillepora13913	NA
Amillepora13924	NA
Amillepora13923	NA
Amillepora13925	Inherit from KOG: DNA helicase
Amillepora13927	NA
Amillepora13921	to transposase domain-containing protein
Amillepora13938	Histone H2A
Amillepora13941	casein kinase 1
Amillepora13939	NA
Amillepora13940	ring finger protein 151
Amillepora13942	Solute carrier family 8 sodium calcium exchanger member
Amillepora13946	Inherit from KOG: transposon protein
Amillepora13943	sulfhydryl oxidase
Amillepora13952	NA
Amillepora13953	serine threonine-protein phosphatase
Amillepora13959	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
Amillepora13956	diacylglycerol kinase
Amillepora13955	Meteorin, glial cell differentiation regulator
Amillepora13958	Phosphoribosyl pyrophosphate synthetase-associated protein
Amillepora13963	Chromosome 16 open reading frame 62
Amillepora13960	protein phosphatase 1, regulatory subunit
Amillepora13978	NA
Amillepora13985	Otoancorin
Amillepora13987	DNA helicase
Amillepora13986	TBC1 domain family member
Amillepora13990	RecQ protein-like (DNA helicase Q1-like)
Amillepora13989	DNA helicase
Amillepora13995	astacin-like metalloendopeptidase (M12 family)
Amillepora13997	Inherit from NOG: Arrestin domain containing
Amillepora14000	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora13998	Era (G-protein)-like 1 (E. coli)
Amillepora13996	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora14007	glutathione Stransferase
Amillepora14001	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora14002	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora14004	retinol dehydrogenase
Amillepora14003	retinol dehydrogenase
Amillepora14015	BTB And C-terminal Kelch
Amillepora14016	Inherit from NOG: ATPase family, AAA domain containing 5
Amillepora14009	proprotein convertase subtilisin kexin type
Amillepora14028	ribonuclease P MRP 21kDa subunit
Amillepora14026	Vacuolar fusion protein CCZ1 homolog
Amillepora14024	Family with sequence similarity 100, member B
Amillepora14018	ERI1 exoribonuclease family member
Amillepora14027	Converts protoheme IX and farnesyl diphosphate to heme O (By similarity)
Amillepora14029	Coiled-coil domain containing 154
Amillepora14025	exocyst complex
Amillepora14031	Spermatogenesis associated 20
Amillepora14036	UNC homeobox
Amillepora14037	UNC homeobox
Amillepora14039	adenylosuccinate lyase
Amillepora14032	CCR4-NOT transcription complex, subunit 3
Amillepora14042	calmodulin
Amillepora14040	calmodulin
Amillepora14049	integrase core domain protein
Amillepora14048	to Pao retrotransposon peptidase family protein Hydra magnipapillata
Amillepora14062	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Amillepora14052	chromosome 7 open reading frame 26
Amillepora14058	S. cerevisiae
Amillepora14053	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14054	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14057	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14056	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14055	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14059	Protein of unknown function (DUF229)
Amillepora14070	asteroid homolog 1 (Drosophila)
Amillepora14064	transmembrane protein 220
Amillepora14065	aconitate hydratase
Amillepora14068	exportin
Amillepora14072	asteroid homolog 1 (Drosophila)
Amillepora14074	asteroid homolog 1 (Drosophila)
Amillepora14071	MTOR associated protein, LST8 homolog (S. cerevisiae)
Amillepora14078	Inherit from euNOG: solute carrier family 17
Amillepora14079	asteroid homolog 1 (Drosophila)
Amillepora14081	asteroid homolog 1 (Drosophila)
Amillepora14082	asteroid homolog 1 (Drosophila)
Amillepora14089	Ligand-gated ion channel
Amillepora14086	Josephin domain containing
Amillepora14083	Ankyrin repeat and sterile alpha motif domain containing
Amillepora14085	Kinesin family
Amillepora14094	Estrogen-related receptor
Amillepora14092	Kunitz/Bovine pancreatic trypsin inhibitor domain
Amillepora14095	essential meiotic endonuclease 1 homolog 1 (S. pombe)
Amillepora14091	Septin 3
Amillepora14101	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 10
Amillepora14099	Calcium channel, voltage-dependent, T type, alpha
Amillepora14098	cop9 signalosome complex subunit
Amillepora14097	fucosidase, alpha-L
Amillepora14105	pyroglutamylated RFamide peptide receptor
Amillepora14104	DUF895 domain membrane protein
Amillepora14103	Brain protein I3
Amillepora14102	BAI1-associated protein 2
Amillepora14109	pyroglutamylated RFamide peptide receptor
Amillepora14108	pyroglutamylated RFamide peptide receptor
Amillepora14107	pyroglutamylated RFamide peptide receptor
Amillepora14112	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein
Amillepora14110	Cofactor D
Amillepora14114	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein
Amillepora14111	Dishevelled associated activator of morphogenesis
Amillepora14118	Inherit from KOG: transposon protein
Amillepora14115	alanine--glyoxylate aminotransferase 2
Amillepora14116	Ribonuclease that specifically degrades pre-mRNAs with a defective 5' end cap and is part of a pre-mRNA capping quality control. Has decapping and pyrophosphohydrolase activities. Has decapping activity toward incomplete 5' end cap mRNAs such as unmethylated 5' end-capped RNA to release GpppN and 5' end monophosphate RNA. Also possesses RNA 5'-pyrophosphohydrolase activity by hydrolyzing the 5' end triphosphate to release pyrophosphates
Amillepora14126	Anoctamin
Amillepora14125	Anoctamin
Amillepora14128	Anoctamin
Amillepora14120	src kinase associated phosphoprotein 2
Amillepora14127	Anoctamin
Amillepora14122	Pentatricopeptide repeat-containing protein
Amillepora14133	acid-sensing (proton-gated) ion channel
Amillepora14131	or apyrimidinic site) lyase
Amillepora14136	Membrane bound O-acyltransferase domain containing 7
Amillepora14139	NA
Amillepora14140	actin-related protein
Amillepora14134	Calcium channel, voltage-dependent, T type, alpha
Amillepora14135	Calcium channel, voltage-dependent, T type, alpha
Amillepora14147	sphingosine kinase
Amillepora14150	interconversion of serine and glycine (By similarity)
Amillepora14152	YqaJ-like viral recombinase domain
Amillepora14148	alkylglycerone phosphate synthase
Amillepora14153	Nyctalopin
Amillepora14154	NA
Amillepora14157	Charged multivesicular body protein
Amillepora14155	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)
Amillepora14162	Ankyrin repeat domain-containing protein
Amillepora14163	Chromosome 7 open reading frame 50
Amillepora14161	Lethal giant larvae homolog
Amillepora14159	Chromosome 17 open reading frame 75
Amillepora14158	Schlafen family member
Amillepora14160	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
Amillepora14167	Inherit from euNOG: apoptosis-related cysteine peptidase
Amillepora14179	cytochrome c oxidase assembly
